Date,Sentiment_Score,Category,Era,Source
1991-09-10,0.289235036742439,Positive,Real Estate Mogul,Historical Archive
1991-09-17,0.12128436257804738,Positive,Real Estate Mogul,Historical Archive
1991-09-24,0.20885755112032725,Positive,Real Estate Mogul,Historical Archive
1991-10-01,0.22107637400843508,Positive,Real Estate Mogul,Historical Archive
1991-10-08,0.13870365921708078,Positive,Real Estate Mogul,Historical Archive
1991-10-15,0.2665650776668708,Positive,Real Estate Mogul,Historical Archive
1991-10-22,0.13784013221454222,Positive,Real Estate Mogul,Historical Archive
1991-10-29,0.26741698477827175,Positive,Real Estate Mogul,Historical Archive
1991-11-05,-0.06988249448679246,Negative,Real Estate Mogul,Historical Archive
1991-11-12,0.29746294828192904,Positive,Real Estate Mogul,Historical Archive
1991-11-19,0.16980237032354156,Positive,Real Estate Mogul,Historical Archive
1991-11-26,0.16001039104219478,Positive,Real Estate Mogul,Historical Archive
1991-12-03,0.24053228643941316,Positive,Real Estate Mogul,Historical Archive
1991-12-10,0.3587544057670185,Positive,Real Estate Mogul,Historical Archive
1991-12-17,0.1437217812719772,Positive,Real Estate Mogul,Historical Archive
1991-12-24,0.18969534730321932,Positive,Real Estate Mogul,Historical Archive
1991-12-31,0.20573826245240232,Positive,Real Estate Mogul,Historical Archive
1992-01-07,0.21192854683161713,Positive,Real Estate Mogul,Historical Archive
1992-01-14,0.20051440767932627,Positive,Real Estate Mogul,Historical Archive
1992-01-21,0.18801000447193364,Positive,Real Estate Mogul,Historical Archive
1992-01-28,0.32709658031705113,Positive,Real Estate Mogul,Historical Archive
1992-02-04,0.3390730823128547,Positive,Real Estate Mogul,Historical Archive
1992-02-11,0.267421211920136,Positive,Real Estate Mogul,Historical Archive
1992-02-18,0.19657739241598154,Positive,Real Estate Mogul,Historical Archive
1992-02-25,0.13401076506467202,Positive,Real Estate Mogul,Historical Archive
1992-03-03,0.17871683949117215,Positive,Real Estate Mogul,Historical Archive
1992-03-10,0.36112594322760916,Positive,Real Estate Mogul,Historical Archive
1992-03-17,0.30777514649903226,Positive,Real Estate Mogul,Historical Archive
1992-03-24,0.3278011485757921,Positive,Real Estate Mogul,Historical Archive
1992-03-31,0.36279402444363695,Positive,Real Estate Mogul,Historical Archive
1992-04-07,0.2737894875896766,Positive,Real Estate Mogul,Historical Archive
1992-04-14,0.1447158000236519,Positive,Real Estate Mogul,Historical Archive
1992-04-21,0.4051851597963658,Positive,Real Estate Mogul,Historical Archive
1992-04-28,0.04303035186941251,Neutral,Real Estate Mogul,Historical Archive
1992-05-05,0.44889142852833375,Positive,Real Estate Mogul,Historical Archive
1992-05-12,0.22249092085264635,Positive,Real Estate Mogul,Historical Archive
1992-05-19,0.3336065513064579,Positive,Real Estate Mogul,Historical Archive
1992-05-26,0.1515940185866,Positive,Real Estate Mogul,Historical Archive
1992-06-02,0.14940097457050017,Positive,Real Estate Mogul,Historical Archive
1992-06-09,0.18593046778064662,Positive,Real Estate Mogul,Historical Archive
1992-06-16,0.1617895359391193,Positive,Real Estate Mogul,Historical Archive
1992-06-23,0.15605887890085807,Positive,Real Estate Mogul,Historical Archive
1992-06-30,0.21188259644664847,Positive,Real Estate Mogul,Historical Archive
1992-07-07,0.15856377446931763,Positive,Real Estate Mogul,Historical Archive
1992-07-14,0.17001676488111567,Positive,Real Estate Mogul,Historical Archive
1992-07-21,0.12114495518632257,Positive,Real Estate Mogul,Historical Archive
1992-07-28,0.13972450794273647,Positive,Real Estate Mogul,Historical Archive
1992-08-04,0.1772730868219103,Positive,Real Estate Mogul,Historical Archive
1992-08-11,0.2706606363629914,Positive,Real Estate Mogul,Historical Archive
1992-08-18,0.3807193390576963,Positive,Real Estate Mogul,Historical Archive
1992-08-25,0.32914623819331107,Positive,Real Estate Mogul,Historical Archive
1992-09-01,0.12104392513659236,Positive,Real Estate Mogul,Historical Archive
1992-09-08,0.42935746867871205,Positive,Real Estate Mogul,Historical Archive
1992-09-15,0.16184995935491903,Positive,Real Estate Mogul,Historical Archive
1992-09-22,0.09752754751767707,Positive,Real Estate Mogul,Historical Archive
1992-09-29,0.032381710695570415,Neutral,Real Estate Mogul,Historical Archive
1992-10-06,0.15807460132214374,Positive,Real Estate Mogul,Historical Archive
1992-10-13,0.06748696659780787,Positive,Real Estate Mogul,Historical Archive
1992-10-20,0.3480390703505132,Positive,Real Estate Mogul,Historical Archive
1992-10-27,0.37352919804365337,Positive,Real Estate Mogul,Historical Archive
1992-11-03,0.15308000156576218,Positive,Real Estate Mogul,Historical Archive
1992-11-10,0.13885647070243717,Positive,Real Estate Mogul,Historical Archive
1992-11-17,0.24754615127946464,Positive,Real Estate Mogul,Historical Archive
1992-11-24,-0.045112980837118816,Neutral,Real Estate Mogul,Historical Archive
1992-12-01,0.09565102305988832,Positive,Real Estate Mogul,Historical Archive
1992-12-08,0.29373460881152735,Positive,Real Estate Mogul,Historical Archive
1992-12-15,0.22336660160149077,Positive,Real Estate Mogul,Historical Archive
1992-12-22,0.09660144853440365,Positive,Real Estate Mogul,Historical Archive
1992-12-29,0.2928025648192031,Positive,Real Estate Mogul,Historical Archive
1993-01-05,0.20136285734985837,Positive,Real Estate Mogul,Historical Archive
1993-01-12,0.07715030821865752,Positive,Real Estate Mogul,Historical Archive
1993-01-19,0.1840831095077309,Positive,Real Estate Mogul,Historical Archive
1993-01-26,0.16024087491576317,Positive,Real Estate Mogul,Historical Archive
1993-02-02,0.29965020299690365,Positive,Real Estate Mogul,Historical Archive
1993-02-09,0.22274687390946524,Positive,Real Estate Mogul,Historical Archive
1993-02-16,0.38722472233758165,Positive,Real Estate Mogul,Historical Archive
1993-02-23,0.3163894021086664,Positive,Real Estate Mogul,Historical Archive
1993-03-02,0.24884569453145444,Positive,Real Estate Mogul,Historical Archive
1993-03-09,0.4452429197518365,Positive,Real Estate Mogul,Historical Archive
1993-03-16,0.27650475304299965,Positive,Real Estate Mogul,Historical Archive
1993-03-23,0.1772571100891741,Positive,Real Estate Mogul,Historical Archive
1993-03-30,0.28211782041118333,Positive,Real Estate Mogul,Historical Archive
1993-04-06,0.13708557106560498,Positive,Real Estate Mogul,Historical Archive
1993-04-13,0.16538005524950267,Positive,Real Estate Mogul,Historical Archive
1993-04-20,0.07148669964975757,Positive,Real Estate Mogul,Historical Archive
1993-04-27,0.324056935610621,Positive,Real Estate Mogul,Historical Archive
1993-05-04,0.2085753839078461,Positive,Real Estate Mogul,Historical Archive
1993-05-11,0.2372633084983701,Positive,Real Estate Mogul,Historical Archive
1993-05-18,0.15162960392178632,Positive,Real Estate Mogul,Historical Archive
1993-05-25,0.22123195844152133,Positive,Real Estate Mogul,Historical Archive
1993-06-01,0.2571278124473823,Positive,Real Estate Mogul,Historical Archive
1993-06-08,0.20516213658861981,Positive,Real Estate Mogul,Historical Archive
1993-06-15,0.20887939408969333,Positive,Real Estate Mogul,Historical Archive
1993-06-22,0.18922229325360657,Positive,Real Estate Mogul,Historical Archive
1993-06-29,0.3072664613087117,Positive,Real Estate Mogul,Historical Archive
1993-07-06,0.10148607960994294,Positive,Real Estate Mogul,Historical Archive
1993-07-13,0.03194198954286262,Neutral,Real Estate Mogul,Historical Archive
1993-07-20,0.004294505709428659,Neutral,Real Estate Mogul,Historical Archive
1993-07-27,0.1511843734580374,Positive,Real Estate Mogul,Historical Archive
1993-08-03,0.2051429797867139,Positive,Real Estate Mogul,Historical Archive
1993-08-10,0.4296898681119043,Positive,Real Estate Mogul,Historical Archive
1993-08-17,0.06325659644486323,Positive,Real Estate Mogul,Historical Archive
1993-08-24,0.11435940667571402,Positive,Real Estate Mogul,Historical Archive
1993-08-31,0.3278666835102658,Positive,Real Estate Mogul,Historical Archive
1993-09-07,0.12750964812581353,Positive,Real Estate Mogul,Historical Archive
1993-09-14,0.1901372871097182,Positive,Real Estate Mogul,Historical Archive
1993-09-21,0.09059358817416814,Positive,Real Estate Mogul,Historical Archive
1993-09-28,0.2988467983559113,Positive,Real Estate Mogul,Historical Archive
1993-10-05,0.07460573601182618,Positive,Real Estate Mogul,Historical Archive
1993-10-12,0.22111397935258248,Positive,Real Estate Mogul,Historical Archive
1993-10-19,0.17019503286202714,Positive,Real Estate Mogul,Historical Archive
1993-10-26,0.2353162281886662,Positive,Real Estate Mogul,Historical Archive
1993-11-02,0.2737013751478151,Positive,Real Estate Mogul,Historical Archive
1993-11-09,0.0687913453223401,Positive,Real Estate Mogul,Historical Archive
1993-11-16,0.3503820288994103,Positive,Real Estate Mogul,Historical Archive
1993-11-23,0.3229599546341714,Positive,Real Estate Mogul,Historical Archive
1993-11-30,0.4377770857462948,Positive,Real Estate Mogul,Historical Archive
1993-12-07,0.22523854289355905,Positive,Real Estate Mogul,Historical Archive
1993-12-14,0.1521592142451273,Positive,Real Estate Mogul,Historical Archive
1993-12-21,0.1397170241713563,Positive,Real Estate Mogul,Historical Archive
1993-12-28,0.0923205516378147,Positive,Real Estate Mogul,Historical Archive
1994-01-04,0.10265944050362998,Positive,Real Estate Mogul,Historical Archive
1994-01-11,0.2834135161186583,Positive,Real Estate Mogul,Historical Archive
1994-01-18,0.2986961579419738,Positive,Real Estate Mogul,Historical Archive
1994-01-25,0.10517131448428776,Positive,Real Estate Mogul,Historical Archive
1994-02-01,0.089727360857702,Positive,Real Estate Mogul,Historical Archive
1994-02-08,0.08197830612165175,Positive,Real Estate Mogul,Historical Archive
1994-02-15,0.1524852400312164,Positive,Real Estate Mogul,Historical Archive
1994-02-22,0.2042771305657914,Positive,Real Estate Mogul,Historical Archive
1994-03-01,0.18976775991648023,Positive,Real Estate Mogul,Historical Archive
1994-03-08,0.07566955020983268,Positive,Real Estate Mogul,Historical Archive
1994-03-15,0.13451901889484558,Positive,Real Estate Mogul,Historical Archive
1994-03-22,0.24262202836168978,Positive,Real Estate Mogul,Historical Archive
1994-03-29,0.28261690388543714,Positive,Real Estate Mogul,Historical Archive
1994-04-05,0.05232033121379531,Positive,Real Estate Mogul,Historical Archive
1994-04-12,0.1999150797726663,Positive,Real Estate Mogul,Historical Archive
1994-04-19,0.3109943519444286,Positive,Real Estate Mogul,Historical Archive
1994-04-26,0.16056618636465023,Positive,Real Estate Mogul,Historical Archive
1994-05-03,0.3429158209314426,Positive,Real Estate Mogul,Historical Archive
1994-05-10,0.13150278256417056,Positive,Real Estate Mogul,Historical Archive
1994-05-17,0.14323244668387278,Positive,Real Estate Mogul,Historical Archive
1994-05-24,0.3118797189224562,Positive,Real Estate Mogul,Historical Archive
1994-05-31,0.16770635319039684,Positive,Real Estate Mogul,Historical Archive
1994-06-07,0.186439410021787,Positive,Real Estate Mogul,Historical Archive
1994-06-14,-0.084807309186474,Negative,Real Estate Mogul,Historical Archive
1994-06-21,0.14911686203408772,Positive,Real Estate Mogul,Historical Archive
1994-06-28,0.21544988929517284,Positive,Real Estate Mogul,Historical Archive
1994-07-05,0.2644119003018604,Positive,Real Estate Mogul,Historical Archive
1994-07-12,0.1807471378659327,Positive,Real Estate Mogul,Historical Archive
1994-07-19,0.01689599517628257,Neutral,Real Estate Mogul,Historical Archive
1994-07-26,0.29546926168886406,Positive,Real Estate Mogul,Historical Archive
1994-08-02,0.10393596536018876,Positive,Real Estate Mogul,Historical Archive
1994-08-09,0.22442909893730906,Positive,Real Estate Mogul,Historical Archive
1994-08-16,0.24157427069242574,Positive,Real Estate Mogul,Historical Archive
1994-08-23,0.4121784203806638,Positive,Real Estate Mogul,Historical Archive
1994-08-30,0.10633215945756423,Positive,Real Estate Mogul,Historical Archive
1994-09-06,0.3216786680871562,Positive,Real Estate Mogul,Historical Archive
1994-09-13,0.13319971702427544,Positive,Real Estate Mogul,Historical Archive
1994-09-20,0.33393974406053484,Positive,Real Estate Mogul,Historical Archive
1994-09-27,-0.03207490361054313,Neutral,Real Estate Mogul,Historical Archive
1994-10-04,0.13725635133552014,Positive,Real Estate Mogul,Historical Archive
1994-10-11,0.28952101119218,Positive,Real Estate Mogul,Historical Archive
1994-10-18,0.12838686373256014,Positive,Real Estate Mogul,Historical Archive
1994-10-25,0.07175839660817265,Positive,Real Estate Mogul,Historical Archive
1994-11-01,0.21240232363121908,Positive,Real Estate Mogul,Historical Archive
1994-11-08,0.3178600400286299,Positive,Real Estate Mogul,Historical Archive
1994-11-15,0.24271578541287384,Positive,Real Estate Mogul,Historical Archive
1994-11-22,-0.024348372411584135,Neutral,Real Estate Mogul,Historical Archive
1994-11-29,0.1523599506645334,Positive,Real Estate Mogul,Historical Archive
1994-12-06,0.15310735411953866,Positive,Real Estate Mogul,Historical Archive
1994-12-13,0.18830832872878756,Positive,Real Estate Mogul,Historical Archive
1994-12-20,0.2659463873414539,Positive,Real Estate Mogul,Historical Archive
1994-12-27,0.34889201934612424,Positive,Real Estate Mogul,Historical Archive
1995-01-03,0.10418211856292964,Positive,Real Estate Mogul,Historical Archive
1995-01-10,0.2350994109395152,Positive,Real Estate Mogul,Historical Archive
1995-01-17,0.3221885160151071,Positive,Real Estate Mogul,Historical Archive
1995-01-24,0.22365837390983392,Positive,Real Estate Mogul,Historical Archive
1995-01-31,0.2269355022080389,Positive,Real Estate Mogul,Historical Archive
1995-02-07,0.16498392363537445,Positive,Real Estate Mogul,Historical Archive
1995-02-14,0.13157090136928873,Positive,Real Estate Mogul,Historical Archive
1995-02-21,0.14535657558708126,Positive,Real Estate Mogul,Historical Archive
1995-02-28,0.1270612262850495,Positive,Real Estate Mogul,Historical Archive
1995-03-07,0.11690196721915858,Positive,Real Estate Mogul,Historical Archive
1995-03-14,0.26323915206030185,Positive,Real Estate Mogul,Historical Archive
1995-03-21,0.3730841779204497,Positive,Real Estate Mogul,Historical Archive
1995-03-28,0.25536806142426155,Positive,Real Estate Mogul,Historical Archive
1995-04-04,0.15863622047605624,Positive,Real Estate Mogul,Historical Archive
1995-04-11,0.42315470962432467,Positive,Real Estate Mogul,Historical Archive
1995-04-18,0.2513797107242716,Positive,Real Estate Mogul,Historical Archive
1995-04-25,0.2792608014008752,Positive,Real Estate Mogul,Historical Archive
1995-05-02,0.2659565311696124,Positive,Real Estate Mogul,Historical Archive
1995-05-09,0.3657033162064325,Positive,Real Estate Mogul,Historical Archive
1995-05-16,0.19120003957918477,Positive,Real Estate Mogul,Historical Archive
1995-05-23,0.10694210019169259,Positive,Real Estate Mogul,Historical Archive
1995-05-30,0.41257188205609246,Positive,Real Estate Mogul,Historical Archive
1995-06-06,0.2093021388990249,Positive,Real Estate Mogul,Historical Archive
1995-06-13,0.36585065161740443,Positive,Real Estate Mogul,Historical Archive
1995-06-20,-0.019986735225392405,Neutral,Real Estate Mogul,Historical Archive
1995-06-27,0.21020124871090928,Positive,Real Estate Mogul,Historical Archive
1995-07-04,0.11233857534792718,Positive,Real Estate Mogul,Historical Archive
1995-07-11,0.24243637645619706,Positive,Real Estate Mogul,Historical Archive
1995-07-18,0.1628985224449897,Positive,Real Estate Mogul,Historical Archive
1995-07-25,0.27539798771170715,Positive,Real Estate Mogul,Historical Archive
1995-08-01,0.039624904195784905,Neutral,Real Estate Mogul,Historical Archive
1995-08-08,0.20945635178644043,Positive,Real Estate Mogul,Historical Archive
1995-08-15,0.28187820145749665,Positive,Real Estate Mogul,Historical Archive
1995-08-22,0.2887345880464081,Positive,Real Estate Mogul,Historical Archive
1995-08-29,0.2111327788771718,Positive,Real Estate Mogul,Historical Archive
1995-09-05,0.25530215374355614,Positive,Real Estate Mogul,Historical Archive
1995-09-12,0.2520966043328995,Positive,Real Estate Mogul,Historical Archive
1995-09-19,0.33280874074181255,Positive,Real Estate Mogul,Historical Archive
1995-09-26,0.1421714320865948,Positive,Real Estate Mogul,Historical Archive
1995-10-03,0.18428782885627717,Positive,Real Estate Mogul,Historical Archive
1995-10-10,0.18754921537565292,Positive,Real Estate Mogul,Historical Archive
1995-10-17,0.2280295281093503,Positive,Real Estate Mogul,Historical Archive
1995-10-24,0.236971873223281,Positive,Real Estate Mogul,Historical Archive
1995-10-31,0.3582948800427196,Positive,Real Estate Mogul,Historical Archive
1995-11-07,0.23631570779865105,Positive,Real Estate Mogul,Historical Archive
1995-11-14,0.20691963545856473,Positive,Real Estate Mogul,Historical Archive
1995-11-21,0.1185749927541943,Positive,Real Estate Mogul,Historical Archive
1995-11-28,0.19139700478112615,Positive,Real Estate Mogul,Historical Archive
1995-12-05,0.13205300177881388,Positive,Real Estate Mogul,Historical Archive
1995-12-12,0.10703131666162137,Positive,Real Estate Mogul,Historical Archive
1995-12-19,0.18148125236487186,Positive,Real Estate Mogul,Historical Archive
1995-12-26,0.2852979472727498,Positive,Real Estate Mogul,Historical Archive
1996-01-02,0.2989420851495199,Positive,Real Estate Mogul,Historical Archive
1996-01-09,0.23740947649652555,Positive,Real Estate Mogul,Historical Archive
1996-01-16,0.17297469048641864,Positive,Real Estate Mogul,Historical Archive
1996-01-23,0.05811667028833242,Positive,Real Estate Mogul,Historical Archive
1996-01-30,0.3327028236062577,Positive,Real Estate Mogul,Historical Archive
1996-02-06,0.11851233254034982,Positive,Real Estate Mogul,Historical Archive
1996-02-13,0.10923771768029666,Positive,Real Estate Mogul,Historical Archive
1996-02-20,0.08366820111266798,Positive,Real Estate Mogul,Historical Archive
1996-02-27,0.2917864831691708,Positive,Real Estate Mogul,Historical Archive
1996-03-05,0.2922535076360619,Positive,Real Estate Mogul,Historical Archive
1996-03-12,0.27032845297000196,Positive,Real Estate Mogul,Historical Archive
1996-03-19,0.11566601971578998,Positive,Real Estate Mogul,Historical Archive
1996-03-26,0.3328280702956729,Positive,Real Estate Mogul,Historical Archive
1996-04-02,0.06010090553570677,Positive,Real Estate Mogul,Historical Archive
1996-04-09,0.24890029648647127,Positive,Real Estate Mogul,Historical Archive
1996-04-16,0.23307075422612408,Positive,Real Estate Mogul,Historical Archive
1996-04-23,0.20052732368103254,Positive,Real Estate Mogul,Historical Archive
1996-04-30,0.1427219498486494,Positive,Real Estate Mogul,Historical Archive
1996-05-07,0.2256149472508383,Positive,Real Estate Mogul,Historical Archive
1996-05-14,0.1302565853876145,Positive,Real Estate Mogul,Historical Archive
1996-05-21,0.3469416090027305,Positive,Real Estate Mogul,Historical Archive
1996-05-28,0.025594515260930872,Neutral,Real Estate Mogul,Historical Archive
1996-06-04,0.15515767017543905,Positive,Real Estate Mogul,Historical Archive
1996-06-11,0.1840288795400486,Positive,Real Estate Mogul,Historical Archive
1996-06-18,0.2831494776183685,Positive,Real Estate Mogul,Historical Archive
1996-06-25,0.300308717917423,Positive,Real Estate Mogul,Historical Archive
1996-07-02,0.22443547136548128,Positive,Real Estate Mogul,Historical Archive
1996-07-09,0.11025549896961921,Positive,Real Estate Mogul,Historical Archive
1996-07-16,0.18611124228137713,Positive,Real Estate Mogul,Historical Archive
1996-07-23,0.2169225622898725,Positive,Real Estate Mogul,Historical Archive
1996-07-30,0.2434777404033091,Positive,Real Estate Mogul,Historical Archive
1996-08-06,0.17423612160422342,Positive,Real Estate Mogul,Historical Archive
1996-08-13,0.22939511654855455,Positive,Real Estate Mogul,Historical Archive
1996-08-20,0.21622155864654932,Positive,Real Estate Mogul,Historical Archive
1996-08-27,0.273851698753233,Positive,Real Estate Mogul,Historical Archive
1996-09-03,0.22875336885519934,Positive,Real Estate Mogul,Historical Archive
1996-09-10,0.10062805932391926,Positive,Real Estate Mogul,Historical Archive
1996-09-17,0.2656221776258819,Positive,Real Estate Mogul,Historical Archive
1996-09-24,0.28804800890277454,Positive,Real Estate Mogul,Historical Archive
1996-10-01,0.18626762480376735,Positive,Real Estate Mogul,Historical Archive
1996-10-08,0.15450592378143035,Positive,Real Estate Mogul,Historical Archive
1996-10-15,-0.021871167879567027,Neutral,Real Estate Mogul,Historical Archive
1996-10-22,0.2232535418094453,Positive,Real Estate Mogul,Historical Archive
1996-10-29,0.3013247462655485,Positive,Real Estate Mogul,Historical Archive
1996-11-05,0.2966698117612943,Positive,Real Estate Mogul,Historical Archive
1996-11-12,0.20810720382375986,Positive,Real Estate Mogul,Historical Archive
1996-11-19,0.19453338586379074,Positive,Real Estate Mogul,Historical Archive
1996-11-26,0.23021116767326155,Positive,Real Estate Mogul,Historical Archive
1996-12-03,0.10456290769870832,Positive,Real Estate Mogul,Historical Archive
1996-12-10,0.25242033980268175,Positive,Real Estate Mogul,Historical Archive
1996-12-17,0.248065470785034,Positive,Real Estate Mogul,Historical Archive
1996-12-24,0.24083405585589893,Positive,Real Estate Mogul,Historical Archive
1996-12-31,0.07300437578136607,Positive,Real Estate Mogul,Historical Archive
1997-01-07,0.17297578142200798,Positive,Real Estate Mogul,Historical Archive
1997-01-14,0.253715797786357,Positive,Real Estate Mogul,Historical Archive
1997-01-21,0.3447734465468839,Positive,Real Estate Mogul,Historical Archive
1997-01-28,0.166733557302286,Positive,Real Estate Mogul,Historical Archive
1997-02-04,0.20644689471705072,Positive,Real Estate Mogul,Historical Archive
1997-02-11,0.3354290566267859,Positive,Real Estate Mogul,Historical Archive
1997-02-18,0.1135144557347342,Positive,Real Estate Mogul,Historical Archive
1997-02-25,0.17062412761448628,Positive,Real Estate Mogul,Historical Archive
1997-03-04,0.16651030060849292,Positive,Real Estate Mogul,Historical Archive
1997-03-11,-0.002593695730351786,Neutral,Real Estate Mogul,Historical Archive
1997-03-18,0.15123580652465582,Positive,Real Estate Mogul,Historical Archive
1997-03-25,0.42557093063745566,Positive,Real Estate Mogul,Historical Archive
1997-04-01,0.3407456840719476,Positive,Real Estate Mogul,Historical Archive
1997-04-08,0.08850077870908711,Positive,Real Estate Mogul,Historical Archive
1997-04-15,0.46440211390030406,Positive,Real Estate Mogul,Historical Archive
1997-04-22,0.17747259199465554,Positive,Real Estate Mogul,Historical Archive
1997-04-29,0.13619392744643066,Positive,Real Estate Mogul,Historical Archive
1997-05-06,0.09147516733465591,Positive,Real Estate Mogul,Historical Archive
1997-05-13,0.3646063989788945,Positive,Real Estate Mogul,Historical Archive
1997-05-20,0.05382634017756613,Positive,Real Estate Mogul,Historical Archive
1997-05-27,0.05735409002678776,Positive,Real Estate Mogul,Historical Archive
1997-06-03,0.18584313666329916,Positive,Real Estate Mogul,Historical Archive
1997-06-10,0.29618265626513357,Positive,Real Estate Mogul,Historical Archive
1997-06-17,0.1594968636523916,Positive,Real Estate Mogul,Historical Archive
1997-06-24,0.32889216416988587,Positive,Real Estate Mogul,Historical Archive
1997-07-01,0.024890912436453666,Neutral,Real Estate Mogul,Historical Archive
1997-07-08,0.20614688042508247,Positive,Real Estate Mogul,Historical Archive
1997-07-15,0.27402986542849905,Positive,Real Estate Mogul,Historical Archive
1997-07-22,0.26368045309549504,Positive,Real Estate Mogul,Historical Archive
1997-07-29,0.36320663922942453,Positive,Real Estate Mogul,Historical Archive
1997-08-05,0.30654365435773023,Positive,Real Estate Mogul,Historical Archive
1997-08-12,0.28042228563129573,Positive,Real Estate Mogul,Historical Archive
1997-08-19,0.16173762931007593,Positive,Real Estate Mogul,Historical Archive
1997-08-26,0.08606364276456763,Positive,Real Estate Mogul,Historical Archive
1997-09-02,0.2967784998686477,Positive,Real Estate Mogul,Historical Archive
1997-09-09,0.2667706265073208,Positive,Real Estate Mogul,Historical Archive
1997-09-16,0.1749335677612672,Positive,Real Estate Mogul,Historical Archive
1997-09-23,0.28114468870501447,Positive,Real Estate Mogul,Historical Archive
1997-09-30,0.07465637482852935,Positive,Real Estate Mogul,Historical Archive
1997-10-07,0.20637077200652543,Positive,Real Estate Mogul,Historical Archive
1997-10-14,0.19775719682426424,Positive,Real Estate Mogul,Historical Archive
1997-10-21,0.27150008437214646,Positive,Real Estate Mogul,Historical Archive
1997-10-28,0.29600409216757856,Positive,Real Estate Mogul,Historical Archive
1997-11-04,0.24410993694532565,Positive,Real Estate Mogul,Historical Archive
1997-11-11,0.19312186147966018,Positive,Real Estate Mogul,Historical Archive
1997-11-18,0.25120687710727857,Positive,Real Estate Mogul,Historical Archive
1997-11-25,0.32063602445756806,Positive,Real Estate Mogul,Historical Archive
1997-12-02,0.2892113690083629,Positive,Real Estate Mogul,Historical Archive
1997-12-09,0.37720866809184406,Positive,Real Estate Mogul,Historical Archive
1997-12-16,0.11828757333186085,Positive,Real Estate Mogul,Historical Archive
1997-12-23,-0.05449441249648529,Negative,Real Estate Mogul,Historical Archive
1997-12-30,0.05917940162057775,Positive,Real Estate Mogul,Historical Archive
1998-01-06,0.28679027962494685,Positive,Real Estate Mogul,Historical Archive
1998-01-13,0.22951969762831054,Positive,Real Estate Mogul,Historical Archive
1998-01-20,0.3711821678680338,Positive,Real Estate Mogul,Historical Archive
1998-01-27,0.26828220452197404,Positive,Real Estate Mogul,Historical Archive
1998-02-03,0.2485677023909994,Positive,Real Estate Mogul,Historical Archive
1998-02-10,0.08389351706552317,Positive,Real Estate Mogul,Historical Archive
1998-02-17,0.1715690391511317,Positive,Real Estate Mogul,Historical Archive
1998-02-24,0.36639487460280734,Positive,Real Estate Mogul,Historical Archive
1998-03-03,0.2321147570086033,Positive,Real Estate Mogul,Historical Archive
1998-03-10,0.21771534329451847,Positive,Real Estate Mogul,Historical Archive
1998-03-17,0.15689452358275824,Positive,Real Estate Mogul,Historical Archive
1998-03-24,-0.0072215387261519715,Neutral,Real Estate Mogul,Historical Archive
1998-03-31,0.24840277735863037,Positive,Real Estate Mogul,Historical Archive
1998-04-07,0.055652684764815635,Positive,Real Estate Mogul,Historical Archive
1998-04-14,0.10630282604521551,Positive,Real Estate Mogul,Historical Archive
1998-04-21,0.4236433121521234,Positive,Real Estate Mogul,Historical Archive
1998-04-28,0.15056317458357954,Positive,Real Estate Mogul,Historical Archive
1998-05-05,0.3463578055232971,Positive,Real Estate Mogul,Historical Archive
1998-05-12,0.3168017080390906,Positive,Real Estate Mogul,Historical Archive
1998-05-19,0.2195222494894481,Positive,Real Estate Mogul,Historical Archive
1998-05-26,0.09512446209039226,Positive,Real Estate Mogul,Historical Archive
1998-06-02,0.2618066472886246,Positive,Real Estate Mogul,Historical Archive
1998-06-09,0.3187053145078042,Positive,Real Estate Mogul,Historical Archive
1998-06-16,0.3015571566909301,Positive,Real Estate Mogul,Historical Archive
1998-06-23,0.060542842097247224,Positive,Real Estate Mogul,Historical Archive
1998-06-30,0.11550991861693889,Positive,Real Estate Mogul,Historical Archive
1998-07-07,0.22148107805744763,Positive,Real Estate Mogul,Historical Archive
1998-07-14,0.21300915393422873,Positive,Real Estate Mogul,Historical Archive
1998-07-21,0.1346897442266487,Positive,Real Estate Mogul,Historical Archive
1998-07-28,0.2823939151909426,Positive,Real Estate Mogul,Historical Archive
1998-08-04,0.1421924496772906,Positive,Real Estate Mogul,Historical Archive
1998-08-11,0.15545906128431605,Positive,Real Estate Mogul,Historical Archive
1998-08-18,0.2691255942654578,Positive,Real Estate Mogul,Historical Archive
1998-08-25,0.4132892713279066,Positive,Real Estate Mogul,Historical Archive
1998-09-01,0.1525580631093493,Positive,Real Estate Mogul,Historical Archive
1998-09-08,0.13070590777558638,Positive,Real Estate Mogul,Historical Archive
1998-09-15,0.09647912297390199,Positive,Real Estate Mogul,Historical Archive
1998-09-22,0.2894260926351043,Positive,Real Estate Mogul,Historical Archive
1998-09-29,0.1697416448817311,Positive,Real Estate Mogul,Historical Archive
1998-10-06,0.1329762896009417,Positive,Real Estate Mogul,Historical Archive
1998-10-13,0.16728737913479866,Positive,Real Estate Mogul,Historical Archive
1998-10-20,0.384573012716042,Positive,Real Estate Mogul,Historical Archive
1998-10-27,0.1845251118904433,Positive,Real Estate Mogul,Historical Archive
1998-11-03,0.222282139873437,Positive,Real Estate Mogul,Historical Archive
1998-11-10,0.24672375082786238,Positive,Real Estate Mogul,Historical Archive
1998-11-17,0.11746134708173649,Positive,Real Estate Mogul,Historical Archive
1998-11-24,0.30341924842962253,Positive,Real Estate Mogul,Historical Archive
